Job_ID,Job_Title,Min_YOE,Est_Salary,JD_Trans,L1,L2,L3,L4,MinL,Location,VN,Remote,W_Term,W_Term_2,W_Term_3,W_Term_4,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Combined_role,Others
2128,Fraud Specialist - Operations,NA,2000,"Basic kinh nghi?m of e-commerce, technology and business",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
2126,AI Solution Engineer,NA,4000,"Master’s degree or higher in Computer Science, Computer Engineering, Physics or other science/engineering disciplines",2,,,,2,HCM,1,0,Fulltime,,,,1,0,1,0,0,1,0
2122,Business Analyst & CEO Assistant | Data Analyst,2,1300,Priority for female candidates. At least 2 years of working experience in the equivalent position in the retail industry or electronics/phone.,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,1,0,1,0
2121,Performance Analyst Senior Executive,3,2200,3+ years' experience in similar or equivalent position,2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2120,Data Analyst,3,2200,"Advanced data analytics (Azure Data Factory, Data Bricks, Data Lake, HD Insights)",2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2119,Senior Data Analyst,NA,2500,"Be fluent in SQL for data pipeline building, ad-hoc requests and debugging",2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2118,"Manager, SFE & Business Analytics",10,4200,Minimum 10 years of relevant experience in SFE or Sales management.,4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
2115,Data Scientist,2,3000,"An advanced degree (Masters, Ph.D) in a field related to data science (i.e., applied mathematics, statistics, machine learning, or computer science).",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,1,1,0,1,0
2111,Senior Data Engineer,5,3000,5+ years of experience in data engineering and cloud data processing services,2,,,,2,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
2110,Data Engineer,4,2300,At least 4 years of experience or more about data processing and analysis,2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
2109,Data Engineer,4,1700,"Offer UPTO 40M; LH: ngaht1@vmogroup.com, IT company 1300 Human Resources search Data Engineer> 4 year of experience, EM quite.",2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
2108,Data Analysis Lead,NA,2000,Package 14-16 months/year,2,3,,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
2106,Senior Demand and Supply Analyst [ Highlands Coffee ],5,2200,"Analytical and logical thinking; Excel, Power BI, Python.",2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2105,Data Analyst,NA,3390,"Significant data management and analysis experience; Strong kinh nghi?m of Tableau and able to develop insightful dashboards and reports that drive business decision making and outcomes; Intermediate to advanced Database and Transact SQL skills;,Nâng m?c l??ng lên 70-80 Mil VND",1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2104,Data Engineer,3,2500,"At least 3 years of hands-on experience, preferably in big data infrastructure",2,,,,2,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
2103,Data Analyst | Analytics Engineer,3,2200,"3+ years’ heterogeneous database management systems like MS SQL, Oracle, MySQL, SAP etc. And working kinh nghi?m with various data sources like flat files (csv, delimited), Web API, XML.",2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2101,Research Analyst Intern ( Web3 ),NA,0,"Knowledge or strong interest in web3, cryptocurrency, blockchain topics is a MUST.",0,,,,0,Remote,1,1,Part-time,,,,0,1,0,0,0,0,0
2100,Research Analyst,NA,1700,Proven work experience as a Research Analyst or similar roles at all levels.,1,2,,,1,Remote,1,1,Fulltime,,,,0,1,0,0,0,0,0
2098,Revenue Analyst,NA,1500,Serve as primary source for majority of reporting and analytical needs of the Revenue Management team.,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2097,"Financial Analyst ( Excel, SAP )",2,2200,2-4 years in Accounting and Financial Planning and Analysis role.,1,2,,,1,HCM,1,0,Fulltime,Hybrid,,,0,1,0,0,0,0,0
2095,Senior Commercial Finance Analyst ( SQL ),3,2200,At least 3 years experience.,2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2094,CRM SAS Data Engineer,NA,2800,"; Understanding of SOA & Microservices Architecture, Kafka, RabbitMQ; Proficiency in Database administration,Have good software development fundamentals of backend, distributed systems, and building API based applications for financial services",1,2,,,1,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
2093,Financial Analyst ( SQL ),3,2200,Good kinh nghi?m & experiences of different types of databases (SQL and PowerBI),1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2091,Senior Customer Experience Analyst,NA,2500,Be able to analyze data & detect trends/ patterns/ insights from data.,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2089,"Plant Finance Enterprise Senior Analyst ( Power BI, SAP )",6,2500,Minimum of 6 years in operational finance and have kinh nghi?m of manufacturing cost drivers,2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2087,Digital Experience Support Analyst,NA,850,"Establish master data reporting, measure compliance and drive data stewardship to appropriately handle the data.",1,,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2086,Global Price Master Data Assistant ( Excel ),4,1500,Minimum of 4 years of related work experience,2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
2085,Trade Product Control Senior Analyst,5,2500,"Good at new technology & financial tool: Power BI, Python,..; At least 5-year working experience in financial risk analysis (foreign currency)",2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2084,Data Analyst ( Excel ) | Data Operator,0,675,Knowing using advanced features of Excel is an advantage.,1,,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2081,Data Scientist,NA,2500,"Strong coding experience with SQL, Python, R; Experience in standard ML frameworks like PyTorch and TensorFlow.",1,2,,,1,Philippines,0,0,Fulltime,,,,0,0,1,1,0,1,0
2080,Fresher Data Analyst,0,1780,"Knowledge of football, knowledge python/sql/statistics",1,,,,1,Philippines,0,0,Fulltime,,,,0,1,0,0,0,0,0
2079,Data Analyst,3,2500,"Minimum 3-5 years of experience in Data Analytics, Extracting Data, Filtering data, Statistical Data analyzation, Data Visualization.",2,,,,2,Philippines,0,0,Fulltime,,,,0,1,0,0,0,0,0
2078,Vehicle Research & Analysis Manager,2,3000,Minimum 2 years working in an automotive industry with the same position is required,4,,,,4,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
2077,Pricing Analyst,NA,2200,3-5 years working experiences in controlling & costing or pricing analyst would be advantageous.,1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
2076,Data Processor,NA,465,"Benefit: Training program ( Excel, VBA, SQL, Python,....)",1,,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
2075,"Data Analyst ( Supplier Compliance, Promotions, Rebates, Pricing )",1,1500,"At least 1-year experience in data analytics, cost/pricing/promotional analysis, accounts payable review, retail buying/procurement, internal auditing, freight/logistics/supply chain, business intelligence….",1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2074,"Financial Planning & Analysis Manager ( SQL, BigQuery )",NA,3000,"Data skills such as SQL, Big Query are a must",4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
2073,"Strategy & Planning Manager ( SQL, Tableau )",3,3000,"Comfortable manipulating large amounts of raw data with an obsession to detail and accuracy of data; 3+ years of experience within one or more of the following fields: Strategy Consulting, Investment Banking, Accounting, or relevant industries",4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,1,0,0,0
2072,Senior Controlling Officer - Pricing and Billing,2,2000,"Must have strong analytical (quantitative as well as qualitative) skills including building models, prior data mining; At least 2-4 years in same or similar role",2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
2070,Senior Strategic Pricing Manager - Intercontinental,7,4500,"Expertise in financial modeling, strong data analytics, and business process expertise.; 7 years of work experience in management consulting or previous experience in GE leadership programs",4,,,,4,HCM,1,0,Fulltime,Hybrid,,,0,0,0,0,0,0,1
2068,Market Intelligence Specialist,2,1500,2 years for working experiences of data management,1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
2062,Data Engineer,3,3500,3-5 years of relevant experience.,2,,,,2,Remote,1,1,Fulltime,,,,1,0,0,0,0,0,0
2059,Data Engineer,1,2800,"Deep experiences in optimizing ETL tasks, designing and building dimensional data models",1,2,,,1,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
2049,Machine Learning Engineer / Expert / Leader,3,3850,"Competency in one or more Deep Learning frameworks (e.g., TensorFlow, Keras, PyTorch),Proficiency in Python, C, and/or C++",2,3,,,2,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
2044,Report Analyst ( Logistics ),3,1300,At least 3 years of accounting/ financial experience,2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2042,Report Analyst ( Budgeting ),3,1300,At least 3 years of administrative accounting experience,2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2039,Fresher Data Engineer,0,510,"Being a final year or graduated from university in IT, engineering, mathematics and natural sciences",0,1,,,0,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
2036,HR Data Analyst,4,1800,"Minimum 4 years experience in IT, data analyzing, building system for employee information management.",2,,,,2,BR-VT,1,0,Fulltime,,,,0,1,0,0,0,0,0
2035,Solution Architect ( AI ),4,3500,Over 4 years of experience working in the Solution Architect position,2,,,,2,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
2032,"Data Analyst Lead ( Excel, pBI )",1,2800,"1-3 years of relevant work experience in Market Research, Fintech, Financial Services, Auditing firms, or BI / Marketing Analyst in pharmaceutical industry",2,3,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2030,"Business Intelligence Manager ( SQL, pBI )",5,2750,Over 5 years of working experience,4,,,,4,HCM,1,0,Fulltime,Hybrid,,,0,0,0,0,1,0,0
2029,Data Engineer,0,2500,"Hands on experience with common coding languages such as Python, R, C#, C++, Java,University degree in IT, Computer Mathematics or related subjects",1,2,,,1,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
2027,Data Engineer ( Azure ),3,4000,"From 3 years of experience, we are good, strong about Azure",2,,,,2,Remote,1,1,Fulltime,,,,1,0,0,0,0,0,0
2021,Data Engineer | Senior Data Scientist,3,2000,"2 years of experience developing data warehouses on Snowflake platform,3 years of hands-on working experience in data/software engineering",2,,,,2,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
2019,Python / AI Developer,NA,2500,"Japanese IT Company has just established in My Dinh Hanoi; Recruitment Developer: Python/ C/ C ++/ C#/ AI DEV ~ 2500 $ (full salary insurance, full -paying probation, salary increase 1 year)",NA,,,,0,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
2018,Costing Officer | Cost Analyst ( Excel ),2,1600,Minimum of 2 solid years of Cost Accounting in a Manufacturing Environment,1,2,,,1,Binh Dinh,1,0,Fulltime,,,,0,1,0,0,0,0,0
2017,Quantitative Research Intern ( Quant ),0,500,Programming skills is a must (Python/ C++/Java); 6-month learning and development path – challenge your intellectual mind,0,,,,0,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
2016,NLP Operations Engineer,NA,5500,"Experience building distributed or data intensive systems,Experience developing scalable and robust software",1,2,,,1,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
2015,BRAIN Researcher,NA,5000,"Conduct research on academic quantitative finance literature,Create and develop Alphas and other utilization algorithms on BRAIN;",1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
2014,Data Warehouse Developer,NA,2000,"Having knowledge and skills in one of two arrays, knowledge of architecture, processing flow of data warehouse, knowledge of database such as Oracle, SQL, DB2, Redis, MySQL.",1,2,,,1,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
2011,Senior Data Analytics Engineer,5,7200,"5+ years of relevant experience as a data analytics engineer is required,At least 3+ hours of overlap with PST ( Pacific Standard Time )",2,,,,2,Remote,1,1,Fulltime,,,,0,1,0,0,0,0,0
2008,"Finance Planning & Analysis, Shopee Xpress",NA,2000,"Have a keen interest to find the story behind the data and articulate it to respective stakeholders,Have a demonstrated ability to navigate through complex data and systems.",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
2007,Business Intelligence Analyst ( Finance ),NA,2000,Knowledge of SQL is a must; experience dealing with database is an advantage,1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
2006,Data Analyst,2,845,Requirements over 2 years of experience in Bi / Data Analyst,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
2005,Data Engineer,1,NA,"From 1-2 years of experience participating in the project for customers is a major partner of AWS in Vietnam. Team Thien Chien, Mr. Cdo extremely nice",1,2,,,1,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
2001,Data Scientist ( Middle / Senior ),4,2500,"Strong kinh nghi?m/experiences in Analytics and Computer Vision but any other field of AI will be considered too,4+ year of experience",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,1,0,0,0,0
2000,Data Analyst Intern,0,250,Trained the most basic professional skills of a data analyst.,0,,,,0,HN,1,0,"Fulltime,",Part-time,,,0,1,0,0,0,0,0
1998,MIS Officer,2,930,"Bank recruit Mis officer min 2 year of experience ??offer UPTO 22M, 13th salary, Review salary 2 times/year, no probationary",1,2,,,1,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
1986,Machine Learning Engineer,NA,5500,"M.Sc./Ph.D. from a leading university in a Computer Science, Engineering, or related discipline., Exceptional outstanding graduates are encouraged to also apply",1,2,,,1,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
1985,Database Warehouse Specialist,2,2200,At least 2+ years of proven experience in Data Warehouse Specialist position.,1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
1984,AI Engineer,2,2200,At least 2+ years of proven experience in AI Engineer position.,1,2,,,1,HCM,1,0,Fulltime,,,,1,0,1,0,0,1,0
1983,Data Analyst,3,2700,"- 3 to 5 years of relevant experience in creating visualizations, dashboards,- 3 to 5 years of relevant experience in testing and working with data warehouses and data marts",2,,,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
1982,Data Analytics Specialist ( Google Analytics 360 ),4,2500,"Minimum of 4 year's experience working with GA 360 and GTM, and also have extensive capability with Java",2,,,,2,HN,1,0,Fulltime,Hybrid,,,0,1,0,0,0,0,0
1980,Senior Datalake Engineer | Data Engineer,2,2500,"2 years of experience with Flink/Spark, Databricks; 2 years of experience with Azure (DP200 and/or DP201, DP203 certification acts as a plus)",2,,,,2,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
1978,"Data Scientist / Data Engineer ( Scala, Tableau )",NA,1700,"Need Data Scientist/Data Engineer (Scala, TableAu Bi) Bank array, UPTO 40M, no probation, 15 spells/year, 1R interview, ib zalo/telegram 0916997631",1,2,,,1,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
1977,Data Scientist,1.5,1400,"PV 1 round. Enjoy Full Benefits, from 1.5 years. Priority is given experience in processing large data domain banking.",1,2,,,1,HN,1,0,Fulltime,,,,0,0,1,1,0,1,0
1975,Planning Analyst,1,1300,There is 1-3 years of planning experience for trade and service companies,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
1973,AI / Big Data Reseacher,2,2000,"Experienced research in the field of artificial intelligence/ large data/ video, NFC, Blockchain, AR/ VR, .. from 02 years or more",1,2,,,1,HN,1,0,Fulltime,,,,0,0,1,0,0,0,0
1967,Business Intelligence Specialist,2,1300,"Proficient in tools MS SQL, MS Bi, Python, Google Studio, Google Analyst, from 2 years of similar experience",1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,1,0,0
1964,Data Engineer ( AWS ),5,2300,"More than 5 years of experience in the location of Data Engineer, CV to emotion Employment@softel.vn",2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
1954,Reporting and Analytics Executive,1,1000,At least 1 year of experience in the equivalent position,1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
1949,"Data Analyst ( SQL, Python )",1,1000,Experienced related to the financial industry at least 1 year,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
1946,Finance Analyst [ HCM ],3,1600,"Good data & data analysis skills. Proficient in Excel and total tools, data analysis and presentation such as Power Bi - SQL, Power Query, Data Studio, ... Priority candidates with experience working with SAP / Bravo / Oracle system;",2,,,,2,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
1945,eCommerce Analyst,NA,1800,"Advanced proficiency in analytics tools such as Google Analytics, Excel, Tableau, or similar platforms,Strong analytical skills with experience in data analysis and reporting",1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
1940,Implementation Specialist Executive,NA,1000,"Specialized in IT, Digital Marketing/ Martech, Economy or have done related jobs., Like to work with data;",1,,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
1939,Data Lead,5,3500,Have 5 years of experience as a Data Engineer and have 2 years of experience with Google Cloud Platform,2,4,,,2,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
1938,Senior Database Engineer,5,1900,Minimum experience of 5 years +,2,,,,2,HCM,1,0,Fulltime,,,,1,0,1,0,0,1,0
1936,Data Engineering Expert,8,5000,"8+ years of relevant experience with developing, debugging, scripting and employing big data technologies (e.g. Hadoop, Spark, Flink, Kafka, Arrow, Tableau), database technologies (e.g. SQL, NoSQL, Graph databases), and programming languages (e.g. Python, R, Scala, Java, Rust, Kotlin) with preference towards functional/trait oriented",2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
1934,Senior Data Engineer,6,3000,6+ years of experience as a Data Engineer or Software Engineer,2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
1926,"Performance Analyst ( Excel, SQL )",2,2350,"At least 2 years of experience in banking finance, priority with relevant experience in locations on data management, business analysis",1,2,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
1925,Risk Analyst ( Excel VBA ),NA,650,"Priority is given to people with at least 01 year experience in fields related to financial, securities and financial investments. Experienced working with quantitative models.",1,,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
1920,Data Delivery Manager,5,5000,"Minimum 5+ years of experience in managing, designing, and maintaining large scale data solutions",4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
1915,Artificial Intelligence/ Machine Learning Engineer,3,2500,"At least 03 years of experience in the field of Machine Learning, Deep Learning",2,,,,2,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
1913,Data Engineer,2.5,2200,At least 2.5 years of experience or more about processing and analyzing data,1,2,,,1,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
1906,"Data Engineer ( SQL, MySQL )",1,850,At least 1-3 years of practical projects with databases such as Postgresql or MySQL,1,2,,,1,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
1902,"Data Analyst ( SQL, Python )",2,2000,"From 2-year experience as a Data Analyst,Prioritize recruiting Vietnamese candidates willing to relocate to Malaysia with attractive salary offers;",1,2,,,1,Malaysia,1,0,Fulltime,,,,0,1,0,0,0,0,0
1894,Data Controller / Data Engineer ( Python ),NA,2200,"Email: hr@go2Joy.vn, ib or zalo: 0976 520 008",1,2,,,1,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
1886,Senior Data Engineer ( Big Data ),4,3000,"Have 4 years of experience in a Data Engineer position,Building and optimizing ‘big data’ data pipelines, architectures and data sets;",2,,,,2,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
1885,Admin Executive ( Excel ),NA,650,"Proficient use of Office, Excel: Make basic functions such as VLOOKUP, SUMIFS, Countifs, Bronze Filter, IF",1,,,,1,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
1883,Customer Care Centre Administrator & Analyst,1,550,Highly proficient in Excel,1,2,,,1,Khanh Hoa,1,0,Fulltime,,,,0,1,0,0,0,0,0
1882,Senior Actuary,6,5000,At least 6 years of experience in the field of non -life insurance.,2,,,,2,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
1878,AI Developer,3,2500,3+ years of experience in developing AI solutions in a professional setting.,1,2,,,1,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
1871,Senior Datalake Engineer,2,2200,"2 years of experience with Azure (DP200 and/or DP201, DP203 certification acts as a plus),2 years of experience with Flink/Spark, Databricks",1,2,,,1,HCM,1,0,Fulltime,,,,1,0,1,0,0,1,0
1869,Data Engineer,2,3000,At least 2 years working with complex SQL tasks at an intermediate/advanced level.,1,2,,,1,Remote,1,1,Fulltime,,,,1,0,0,0,0,0,0
1867,Data Engineer,2,2200,"Having 2+ years of experience in a Data Engineer role,",1,2,,,1,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
1864,"Performance Analyst ( Excel, SQL )",5,2350,"At least 5 years of professional experience in products, financial management, proficiency in Excel tools; Knowing SQL is an advantage;",2,,,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
1852,Performance Analyst,2,1000,At least 02 years of working experience in the field of finance banking;,1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
1846,"| Valuation Analyst,Actuarial Specialist",3,2500,At least 3 years actuarial experience in life insurance industry,2,,,,2,HCM,1,0,Fulltime,Hybrid,,,0,1,0,0,0,0,0
1839,Blockchain Developer Internship,0,200,"Familiarity with Git.,Familiarity with some programming languages (NOT all required), such as Javascript, Node.js, C++, Typescript, React, HTTPs, APIs, REST,…",0,,,,0,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
1838,Data Engineer Intern,0,200,"Experience with SQL and NoSQL.,Good kinh nghi?m and experience using Python for data processing.",0,,,,0,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
1837,Automation & Platform Engineering Intern,0,200,"Pursuing or recently graduated with a bachelor’s Degree in computer science, software engineering, or a similar field of study",0,,,,0,HCM,1,0,Fulltime,,,,1,0,1,0,0,1,0
1836,Data Analyst Intern ( 3 months ),0,200,"Knowledge of programming languages (R, Python, SQL),Strong hands-on kinh nghi?m of MS Word, Excel and PowerPoint, Power BI",0,,,,0,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
1835,Senior Data Scientist,5,4000,"Published research papers in the field,5+ years of experience in an actual AI/ML/Data Science job",2,,,,2,Remote,1,1,Fulltime,,,,0,0,1,0,0,0,0
1830,Data Analyst / Data Entry Specialist ( Remote ),1,1500,More than 1 year working experience as a Data Analyst or Business Data Analyst,1,2,,,1,Remote,1,1,Fulltime,,,,0,1,0,0,0,0,0
1825,Data Scientist,3,2500,"Strong willingness and high commitment on working onsite: You will come to our customer's office (District 1) to work fulltime on every week day.,At least 3 years of experience in Data Science or relavant positions;",2,,,,2,HCM,1,0,Fulltime,,,,0,0,1,1,0,1,0
1821,"Data Engineer ( ETL, SQL Server, SSIS )",NA,2000,"Advanced SQL kinh nghi?m and experience (stored procedures, function, trigger…) and understanding of data warehousing and data modeling.",1,2,,,1,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
1819,Senior Data Engineer,NA,3500,"Experience with building large data processing pipelines from scratch, algorithm & data structure, design…,Proficient with Python or Go.",2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
1818,Mid-Level / Senior Data Engineer,NA,2500,Onsite opportunities to English-speaking countries.,1,2,,,1,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
1817,Data Engineer,3,4000,"From 3 years of full-time experience Data Engineer, knowledge and skills with Azure, good English.",2,,,,2,Remote,1,1,Fulltime,,,,1,0,0,0,0,0,0
1816,Head of Demand Forecasting - Consumer,NA,4000,High level of Analytical,4,,,,4,HCM,1,0,Fulltime,,,,0,0,0,0,0,0,1
1812,Report Analyst,3,1500,"Experienced at least 3 years or more, priority with experience in sale admin",1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,0,0,0,0
1811,BRAIN Research Consultant,NA,2800,"A fully on-boarded BRAIN consultant is now eligible for merit-based financial compensation from the alphas you create.,Upon meeting our alpha submission criteria, you may be invited to join us a BRAIN consultant",0,1,2,,0,Remote,1,1,"Part-time,",Flexible,,,0,1,0,1,0,1,0
1808,Data Entry Clerk – Freelance,NA,400,Prepare Excel documents for further analysis; At least 6 shifts per week,1,,,,1,HCM,1,0,"Part-time,",Freelance,,,0,1,0,0,0,0,0
1807,DataOps Engineer,3,3000,"3-5 years or more experience working with Cloud platforms, especially GCP and experienced with database",2,,,,2,HN,1,0,Fulltime,,,,1,0,0,0,0,0,0
1800,Senior Finance Analyst,3,2500,"3-6 years of relevant experience in corporate finance, financial planning & analysis, or other related fields;",2,,,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
1798,Business Analyst cum Data Analyst,NA,2200,Proven experience in business analysis and data analytics,1,2,,,1,HCM,1,0,Fulltime,Hybrid,,,0,1,0,1,0,1,0
1797,Data Analytics Team Lead,7,4000,7+ years of experience with 2+ year of people management,2,3,,,2,HN,1,0,Fulltime,Hybrid,,,0,1,0,0,0,0,0
1796,Head of Data Science - Global FMCG brand,10,7500,"At least 10 years of experience in data management, analytics, or business intelligence, with a minimum of 5 years in a leadership role.",4,,,,4,HCM,1,0,Fulltime,,,,0,0,1,0,0,0,0
1793,Assistant Manager - Data Scientist,NA,2500,"Leading role in driving BU level analytics solution development and commercialization activities that transformed analytical concepts into business actions with measurable benefits, supporting in developing a robust, revenue generating, world class, analytics organization",1,2,4,,1,HCM,1,0,Fulltime,Hybrid,,,0,0,1,0,0,0,0
1786,AI Engineer,4,2500,"Computer Science Fundamentals and Programming (include data structures, algorithms, computability and complexity, computer architecture, etc.)",2,,,,2,HN,1,0,Fulltime,,,,1,0,1,0,0,1,0
1785,Business Analyst | Data Analyst,2,1800,"Strong understanding of self-service BI concepts and tools, such as data visualization, data modeling, and data analytics is a huge plus.,Minimum of 2 years of experience as a Business Analyst in the SaaS or BI industry;",1,2,,,1,HCM,1,0,Fulltime,,,,0,1,0,1,0,1,0
1784,People Analytics Manager,3,4500,"3-5 years’ experience leading analytics for technical teams like product, operations, or finance in a fast-paced ecommerce company using agile methodologies,Bangkok Based, Relocation Provided",4,,,,4,Thailand,0,0,Fulltime,,,,0,0,0,0,0,0,1
1782,"Data Engineer ( Python, Azure )",2,2500,Up to 2-3 years experience working as Data Engineer,1,2,,,1,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
1780,Data Analyst Intern ( Mobile Game ),0,170,"Analysis of products, data and mobile game market from data sources",0,,,,0,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
1768,Data Analyst,1,1250,"At least 01 year of data analysis experience at large data organizations, CV to hr@3tit.vn",1,,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
1767,Data Analyst Solution Leader,4,2000,There are 4-5 years of working experience in the field of data.,2,3,4,,2,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
1766,Data Analyst,0,510,"No experience, welcome new graduates.",1,,,,1,HN,1,0,Fulltime,,,,0,1,0,0,0,0,0
1752,Data Lead,5,3500,Have 5 years of experience as a Data Engineer and have 2 years of experience with Google Cloud Platform,2,4,,,2,HN,1,0,Fulltime,,,,0,0,0,0,0,0,1
1743,Data Developer,2,2500,2+ years of experience in relevant role,1,2,,,1,HCM,1,0,Fulltime,,,,1,0,0,0,0,0,0
1737,Internship Program 2023 ( DEK Lab ),0,150,Master at least 1 programming language; Flexible and able to adapt to new technologies,0,,,,0,HCM,1,0,"Fulltime,",Flexible,,,0,0,0,0,0,0,1
